respondent_id,timestamp,j_position,j_abbr,j_full_name,d20_n_papers,d20_n_first_author,d20_year_first,d20_total_citations,d20_avg_cit,d20_avg_age_of_papers
17,2023-12-29T21:04:03Z,6,prpr,Population Research and Policy Review,14,8,2014,227,16.214285714285715,4.214285714285714
17,2023-12-29T21:04:03Z,7,p,Population,14,8,2014,227,16.214285714285715,4.214285714285714
284,2023-12-29T21:44:30Z,1,d,Demography,5,3,2014,133,26.6,7.8
284,2023-12-29T21:44:30Z,2,dr,Demographic Research,5,3,2014,133,26.6,7.8
284,2023-12-29T21:44:30Z,3,pdr,Population and Development Review,5,3,2014,133,26.6,7.8
284,2023-12-29T21:44:30Z,4,prpr,Population Research and Policy Review,5,3,2014,133,26.6,7.8
284,2023-12-29T21:44:30Z,5,ejp,European Journal of Population,5,3,2014,133,26.6,7.8
284,2023-12-29T21:44:30Z,6,ps,Population Studies,5,3,2014,133,26.6,7.8
284,2023-12-29T21:44:30Z,7,g,Genus,5,3,2014,133,26.6,7.8
347,2023-12-29T22:04:23Z,1,d,Demography,2,2,2016,66,33,5
347,2023-12-29T22:04:23Z,2,ps,Population Studies,2,2,2016,66,33,5
347,2023-12-29T22:04:23Z,3,pdr,Population and Development Review,2,2,2016,66,33,5
347,2023-12-29T22:04:23Z,4,ejp,European Journal of Population,2,2,2016,66,33,5
347,2023-12-29T22:04:23Z,5,dr,Demographic Research,2,2,2016,66,33,5
347,2023-12-29T22:04:23Z,6,p,Population,2,2,2016,66,33,5
347,2023-12-29T22:04:23Z,7,vypr,Vienna Yearbook of Population Research,2,2,2016,66,33,5
250,2023-12-29T22:23:01Z,1,d,Demography,12,6,2017,139,11.583333333333334,3.25
250,2023-12-29T22:23:01Z,2,pdr,Population and Development Review,12,6,2017,139,11.583333333333334,3.25
250,2023-12-29T22:23:01Z,3,ejp,European Journal of Population,12,6,2017,139,11.583333333333334,3.25
250,2023-12-29T22:23:01Z,4,dr,Demographic Research,12,6,2017,139,11.583333333333334,3.25
250,2023-12-29T22:23:01Z,5,prpr,Population Research and Policy Review,12,6,2017,139,11.583333333333334,3.25
250,2023-12-29T22:23:01Z,6,ps,Population Studies,12,6,2017,139,11.583333333333334,3.25
250,2023-12-29T22:23:01Z,7,g,Genus,12,6,2017,139,11.583333333333334,3.25
461,2023-12-29T22:44:34Z,1,d,Demography,3,NA,2022,3,1,0.3333333333333333
461,2023-12-29T22:44:34Z,2,pdr,Population and Development Review,3,NA,2022,3,1,0.3333333333333333
461,2023-12-29T22:44:34Z,3,prpr,Population Research and Policy Review,3,NA,2022,3,1,0.3333333333333333
461,2023-12-29T22:44:34Z,4,dr,Demographic Research,3,NA,2022,3,1,0.3333333333333333
461,2023-12-29T22:44:34Z,5,ps,Population Studies,3,NA,2022,3,1,0.3333333333333333
461,2023-12-29T22:44:34Z,6,p,Population,3,NA,2022,3,1,0.3333333333333333
461,2023-12-29T22:44:34Z,7,pe,Population and Environment,3,NA,2022,3,1,0.3333333333333333
128,2023-12-30T00:04:03Z,1,d,Demography,3,2,2015,8,2.6666666666666665,4
128,2023-12-30T00:04:03Z,2,asr,American Sociological Review,3,2,2015,8,2.6666666666666665,4
128,2023-12-30T00:04:03Z,3,dr,Demographic Research,3,2,2015,8,2.6666666666666665,4
128,2023-12-30T00:04:03Z,4,jmf,Journal of Marriage and Family,3,2,2015,8,2.6666666666666665,4
128,2023-12-30T00:04:03Z,5,psp,"Population, Space and Place",3,2,2015,8,2.6666666666666665,4
128,2023-12-30T00:04:03Z,6,pdr,Population and Development Review,3,2,2015,8,2.6666666666666665,4
128,2023-12-30T00:04:03Z,7,jpe,Journal of Population Economics,3,2,2015,8,2.6666666666666665,4
11,2023-12-30T00:15:23Z,1,pdr,Population and Development Review,7,3,2014,174,24.857142857142858,5.857142857142857
11,2023-12-30T00:15:23Z,2,d,Demography,7,3,2014,174,24.857142857142858,5.857142857142857
11,2023-12-30T00:15:23Z,3,dr,Demographic Research,7,3,2014,174,24.857142857142858,5.857142857142857
11,2023-12-30T00:15:23Z,4,ps,Population Studies,7,3,2014,174,24.857142857142858,5.857142857142857
11,2023-12-30T00:15:23Z,5,g,Genus,7,3,2014,174,24.857142857142858,5.857142857142857
11,2023-12-30T00:15:23Z,6,prpr,Population Research and Policy Review,7,3,2014,174,24.857142857142858,5.857142857142857
11,2023-12-30T00:15:23Z,7,ejp,European Journal of Population,7,3,2014,174,24.857142857142858,5.857142857142857
183,2023-12-30T00:24:47Z,1,d,Demography,3,2,2020,41,13.666666666666666,1.3333333333333333
183,2023-12-30T00:24:47Z,2,prpr,Population Research and Policy Review,3,2,2020,41,13.666666666666666,1.3333333333333333
183,2023-12-30T00:24:47Z,3,jhsb,Journal of Health and Social Behavior,3,2,2020,41,13.666666666666666,1.3333333333333333
183,2023-12-30T00:24:47Z,4,pdr,Population and Development Review,3,2,2020,41,13.666666666666666,1.3333333333333333
183,2023-12-30T00:24:47Z,5,jmf,Journal of Marriage and Family,3,2,2020,41,13.666666666666666,1.3333333333333333
403,2023-12-30T00:58:56Z,1,dr,Demographic Research,4,1,2016,35,8.75,5.75
403,2023-12-30T00:58:56Z,2,d,Demography,4,1,2016,35,8.75,5.75
403,2023-12-30T00:58:56Z,3,po,PLoS ONE,4,1,2016,35,8.75,5.75
403,2023-12-30T00:58:56Z,4,jasa,Journal of the American Statistical Association,4,1,2016,35,8.75,5.75
403,2023-12-30T00:58:56Z,5,aas,Annals of Applied Statistics,4,1,2016,35,8.75,5.75
395,2023-12-30T03:36:39Z,1,imr,international migration review,2,1,2022,1,0.5,0.5
395,2023-12-30T03:36:39Z,2,m,Mobilities,2,1,2022,1,0.5,0.5
395,2023-12-30T03:36:39Z,3,im,International Migration,2,1,2022,1,0.5,0.5
395,2023-12-30T03:36:39Z,4,jems,Journal of Ethnic and Migration Studies,2,1,2022,1,0.5,0.5
395,2023-12-30T03:36:39Z,5,ml,Migration Letters,2,1,2022,1,0.5,0.5
395,2023-12-30T03:36:39Z,6,ds,Diaspora Studies,2,1,2022,1,0.5,0.5
395,2023-12-30T03:36:39Z,7,ms,Migration Studies,2,1,2022,1,0.5,0.5
309,2023-12-30T03:59:53Z,1,d,Demography,2,1,2019,36,18,4
309,2023-12-30T03:59:53Z,2,jpe,Journal of Population Economics,2,1,2019,36,18,4
309,2023-12-30T03:59:53Z,3,ps,Population Studies,2,1,2019,36,18,4
309,2023-12-30T03:59:53Z,4,pdr,Population and Development Review,2,1,2019,36,18,4
309,2023-12-30T03:59:53Z,5,dr,Demographic Research,2,1,2019,36,18,4
309,2023-12-30T03:59:53Z,6,ejp,European Journal of Population,2,1,2019,36,18,4
309,2023-12-30T03:59:53Z,7,rle,Research in Labor Economics,2,1,2019,36,18,4
122,2023-12-30T04:55:45Z,1,psp,"Population, Space and Place",2,1,2023,1,0.5,0
122,2023-12-30T04:55:45Z,2,prpr,Population Research and Policy Review,2,1,2023,1,0.5,0
122,2023-12-30T04:55:45Z,3,d,Demography,2,1,2023,1,0.5,0
122,2023-12-30T04:55:45Z,4,es,European Societies,2,1,2023,1,0.5,0
122,2023-12-30T04:55:45Z,5,jems,Journal of Ethnic and Migration Studies,2,1,2023,1,0.5,0
122,2023-12-30T04:55:45Z,6,gpc,"Gender, Place and Culture",2,1,2023,1,0.5,0
122,2023-12-30T04:55:45Z,7,eps,Espace Populations Sociétés,2,1,2023,1,0.5,0
16,2023-12-30T06:13:19Z,1,pdr,Population and Development Review,17,NA,1998,856,50.35294117647059,11.941176470588236
16,2023-12-30T06:13:19Z,2,ps,Population Studies,17,NA,1998,856,50.35294117647059,11.941176470588236
16,2023-12-30T06:13:19Z,3,d,Demography,17,NA,1998,856,50.35294117647059,11.941176470588236
16,2023-12-30T06:13:19Z,4,p,Population,17,NA,1998,856,50.35294117647059,11.941176470588236
16,2023-12-30T06:13:19Z,5,dr,Demographic Research,17,NA,1998,856,50.35294117647059,11.941176470588236
302,2023-12-30T07:06:44Z,1,d,Demography,2,1,2019,27,13.5,3.5
302,2023-12-30T07:06:44Z,2,dr,Demographic Research,2,1,2019,27,13.5,3.5
302,2023-12-30T07:06:44Z,3,g,Genus,2,1,2019,27,13.5,3.5
302,2023-12-30T07:06:44Z,4,ps,Population Studies,2,1,2019,27,13.5,3.5
302,2023-12-30T07:06:44Z,5,prpr,Population Research and Policy Review,2,1,2019,27,13.5,3.5
302,2023-12-30T07:06:44Z,6,psp,"Population, Space and Place",2,1,2019,27,13.5,3.5
302,2023-12-30T07:06:44Z,7,imr,international migration review,2,1,2019,27,13.5,3.5
279,2023-12-30T08:35:29Z,1,pdr,Population and Development Review,2,2,2015,25,12.5,7
279,2023-12-30T08:35:29Z,2,dr,Demographic Research,2,2,2015,25,12.5,7
279,2023-12-30T08:35:29Z,3,cps,Comparative Population Studies,2,2,2015,25,12.5,7
279,2023-12-30T08:35:29Z,4,jpr,Journal of Population Research,2,2,2015,25,12.5,7
279,2023-12-30T08:35:29Z,5,ps,Population Studies,2,2,2015,25,12.5,7
279,2023-12-30T08:35:29Z,6,psp,"Population, Space and Place",2,2,2015,25,12.5,7
279,2023-12-30T08:35:29Z,7,jfs,Journal of Family Studies,2,2,2015,25,12.5,7
439,2023-12-30T08:57:17Z,1,pdr,Population and Development Review,5,3,2021,21,4.2,1
439,2023-12-30T08:57:17Z,2,d,Demography,5,3,2021,21,4.2,1
439,2023-12-30T08:57:17Z,3,imr,international migration review,5,3,2021,21,4.2,1
439,2023-12-30T08:57:17Z,4,ejp,European Journal of Population,5,3,2021,21,4.2,1
439,2023-12-30T08:57:17Z,5,jems,Journal of Ethnic and Migration Studies,5,3,2021,21,4.2,1
439,2023-12-30T08:57:17Z,6,psp,"Population, Space and Place",5,3,2021,21,4.2,1
439,2023-12-30T08:57:17Z,7,dr,Demographic Research,5,3,2021,21,4.2,1
78,2023-12-30T09:17:48Z,1,d,Demography,7,4,2014,100,14.285714285714286,3.142857142857143
78,2023-12-30T09:17:48Z,2,jg,Journal of Gerontology Social Sciences,7,4,2014,100,14.285714285714286,3.142857142857143
78,2023-12-30T09:17:48Z,3,ejp,European Journal of Population,7,4,2014,100,14.285714285714286,3.142857142857143
78,2023-12-30T09:17:48Z,4,as,Ageing and Society,7,4,2014,100,14.285714285714286,3.142857142857143
78,2023-12-30T09:17:48Z,5,g,Genus,7,4,2014,100,14.285714285714286,3.142857142857143
78,2023-12-30T09:17:48Z,6,sf,Social Forces,7,4,2014,100,14.285714285714286,3.142857142857143
78,2023-12-30T09:17:48Z,7,es,European Societies,7,4,2014,100,14.285714285714286,3.142857142857143
38,2023-12-30T09:57:21Z,1,d,Demography,3,2,2019,5,1.6666666666666667,2.6666666666666665
38,2023-12-30T09:57:21Z,2,pdr,Population and Development Review,3,2,2019,5,1.6666666666666667,2.6666666666666665
38,2023-12-30T09:57:21Z,3,ps,Population Studies,3,2,2019,5,1.6666666666666667,2.6666666666666665
38,2023-12-30T09:57:21Z,4,dr,Demographic Research,3,2,2019,5,1.6666666666666667,2.6666666666666665
38,2023-12-30T09:57:21Z,5,ejp,European Journal of Population,3,2,2019,5,1.6666666666666667,2.6666666666666665
38,2023-12-30T09:57:21Z,6,p,Population,3,2,2019,5,1.6666666666666667,2.6666666666666665
38,2023-12-30T09:57:21Z,7,g,Genus,3,2,2019,5,1.6666666666666667,2.6666666666666665
415,2023-12-30T10:08:19Z,1,d,Demography,3,NA,2020,8,2.6666666666666665,1
415,2023-12-30T10:08:19Z,2,pdr,Population and Development Review,3,NA,2020,8,2.6666666666666665,1
415,2023-12-30T10:08:19Z,3,ps,Population Studies,3,NA,2020,8,2.6666666666666665,1
415,2023-12-30T10:08:19Z,4,ejp,European Journal of Population,3,NA,2020,8,2.6666666666666665,1
415,2023-12-30T10:08:19Z,5,psp,"Population, Space and Place",3,NA,2020,8,2.6666666666666665,1
415,2023-12-30T10:08:19Z,6,dr,Demographic Research,3,NA,2020,8,2.6666666666666665,1
56,2023-12-30T10:52:56Z,1,pdr,Population and Development Review,11,NA,1992,194,17.636363636363637,11.636363636363637
56,2023-12-30T10:52:56Z,2,dr,Demographic Research,11,NA,1992,194,17.636363636363637,11.636363636363637
56,2023-12-30T10:52:56Z,3,g,Genus,11,NA,1992,194,17.636363636363637,11.636363636363637
56,2023-12-30T10:52:56Z,4,d,Demography,11,NA,1992,194,17.636363636363637,11.636363636363637
56,2023-12-30T10:52:56Z,5,ps,Population Studies,11,NA,1992,194,17.636363636363637,11.636363636363637
56,2023-12-30T10:52:56Z,6,im,International Migration,11,NA,1992,194,17.636363636363637,11.636363636363637
56,2023-12-30T10:52:56Z,7,psp,"Population, Space and Place",11,NA,1992,194,17.636363636363637,11.636363636363637
66,2023-12-30T12:17:02Z,1,d,Demography,13,6,2016,388,29.846153846153847,3.769230769230769
66,2023-12-30T12:17:02Z,2,pdr,Population and Development Review,13,6,2016,388,29.846153846153847,3.769230769230769
66,2023-12-30T12:17:02Z,3,ps,Population Studies,13,6,2016,388,29.846153846153847,3.769230769230769
66,2023-12-30T12:17:02Z,4,psp,"Population, Space and Place",13,6,2016,388,29.846153846153847,3.769230769230769
66,2023-12-30T12:17:02Z,5,dr,Demographic Research,13,6,2016,388,29.846153846153847,3.769230769230769
66,2023-12-30T12:17:02Z,6,ejp,European Journal of Population,13,6,2016,388,29.846153846153847,3.769230769230769
66,2023-12-30T12:17:02Z,7,prpr,Population Research and Policy Review,13,6,2016,388,29.846153846153847,3.769230769230769
195,2023-12-30T12:45:25Z,1,d,Demography,8,1,2014,75,9.375,3.125
195,2023-12-30T12:45:25Z,2,dr,Demographic Research,8,1,2014,75,9.375,3.125
195,2023-12-30T12:45:25Z,3,ps,Population Studies,8,1,2014,75,9.375,3.125
195,2023-12-30T12:45:25Z,4,ejp,European Journal of Population,8,1,2014,75,9.375,3.125
195,2023-12-30T12:45:25Z,5,p,Population,8,1,2014,75,9.375,3.125
195,2023-12-30T12:45:25Z,6,g,Genus,8,1,2014,75,9.375,3.125
195,2023-12-30T12:45:25Z,7,psp,"Population, Space and Place",8,1,2014,75,9.375,3.125
285,2023-12-30T15:17:19Z,1,d,Demography,3,2,2018,35,11.666666666666666,3.3333333333333335
285,2023-12-30T15:17:19Z,2,pdr,Population and Development Review,3,2,2018,35,11.666666666666666,3.3333333333333335
285,2023-12-30T15:17:19Z,3,ps,Population Studies,3,2,2018,35,11.666666666666666,3.3333333333333335
285,2023-12-30T15:17:19Z,4,dr,Demographic Research,3,2,2018,35,11.666666666666666,3.3333333333333335
285,2023-12-30T15:17:19Z,5,psp,"Population, Space and Place",3,2,2018,35,11.666666666666666,3.3333333333333335
285,2023-12-30T15:17:19Z,6,p,Population,3,2,2018,35,11.666666666666666,3.3333333333333335
285,2023-12-30T15:17:19Z,7,g,Genus,3,2,2018,35,11.666666666666666,3.3333333333333335
253,2023-12-30T15:24:34Z,1,d,Demography,5,1,2018,53,10.6,3
253,2023-12-30T15:24:34Z,2,pdr,Population and Development Review,5,1,2018,53,10.6,3
253,2023-12-30T15:24:34Z,3,psp,"Population, Space and Place",5,1,2018,53,10.6,3
253,2023-12-30T15:24:34Z,4,ps,Population Studies,5,1,2018,53,10.6,3
253,2023-12-30T15:24:34Z,5,ejp,European Journal of Population,5,1,2018,53,10.6,3
253,2023-12-30T15:24:34Z,6,dr,Demographic Research,5,1,2018,53,10.6,3
253,2023-12-30T15:24:34Z,7,im,International Migration,5,1,2018,53,10.6,3
1,2023-12-30T15:39:28Z,1,d,Demography,3,1,2014,93,31,6
1,2023-12-30T15:39:28Z,2,ps,Population Studies,3,1,2014,93,31,6
1,2023-12-30T15:39:28Z,3,psp,"Population, Space and Place",3,1,2014,93,31,6
1,2023-12-30T15:39:28Z,4,ejp,European Journal of Population,3,1,2014,93,31,6
1,2023-12-30T15:39:28Z,5,pdr,Population and Development Review,3,1,2014,93,31,6
1,2023-12-30T15:39:28Z,6,dr,Demographic Research,3,1,2014,93,31,6
1,2023-12-30T15:39:28Z,7,im,International Migration,3,1,2014,93,31,6
420,2023-12-30T15:49:49Z,1,pdr,Population and Development Review,4,NA,2020,4,1,1.5
420,2023-12-30T15:49:49Z,2,d,Demography,4,NA,2020,4,1,1.5
420,2023-12-30T15:49:49Z,3,ejp,European Journal of Population,4,NA,2020,4,1,1.5
420,2023-12-30T15:49:49Z,4,ps,Population Studies,4,NA,2020,4,1,1.5
420,2023-12-30T15:49:49Z,5,dr,Demographic Research,4,NA,2020,4,1,1.5
420,2023-12-30T15:49:49Z,6,psp,"Population, Space and Place",4,NA,2020,4,1,1.5
420,2023-12-30T15:49:49Z,7,g,Genus,4,NA,2020,4,1,1.5
350,2023-12-30T15:58:35Z,1,d,Demography,5,2,2019,61,12.2,3
350,2023-12-30T15:58:35Z,2,dr,Demographic Research,5,2,2019,61,12.2,3
350,2023-12-30T15:58:35Z,3,imr,international migration review,5,2,2019,61,12.2,3
350,2023-12-30T15:58:35Z,4,pdr,Population and Development Review,5,2,2019,61,12.2,3
350,2023-12-30T15:58:35Z,5,jmf,Journal of Marriage and Family,5,2,2019,61,12.2,3
350,2023-12-30T15:58:35Z,6,prpr,Population Research and Policy Review,5,2,2019,61,12.2,3
350,2023-12-30T15:58:35Z,7,ps,Population Studies,5,2,2019,61,12.2,3
82,2023-12-30T17:09:58Z,1,d,Demography,8,3,2014,337,42.125,6
82,2023-12-30T17:09:58Z,2,pdr,Population and Development Review,8,3,2014,337,42.125,6
82,2023-12-30T17:09:58Z,3,jpe,Journal of Population Economics,8,3,2014,337,42.125,6
82,2023-12-30T17:09:58Z,4,prpr,Population Research and Policy Review,8,3,2014,337,42.125,6
82,2023-12-30T17:09:58Z,5,ps,Population Studies,8,3,2014,337,42.125,6
82,2023-12-30T17:09:58Z,6,dr,Demographic Research,8,3,2014,337,42.125,6
82,2023-12-30T17:09:58Z,7,pe,Population and Environment,8,3,2014,337,42.125,6
299,2023-12-30T18:10:05Z,1,d,Demography,4,3,2019,7,1.75,2.25
299,2023-12-30T18:10:05Z,2,pdr,Population and Development Review,4,3,2019,7,1.75,2.25
299,2023-12-30T18:10:05Z,3,jmf,Journal of Marriage and Family,4,3,2019,7,1.75,2.25
299,2023-12-30T18:10:05Z,4,dr,Demographic Research,4,3,2019,7,1.75,2.25
299,2023-12-30T18:10:05Z,5,prpr,Population Research and Policy Review,4,3,2019,7,1.75,2.25
299,2023-12-30T18:10:05Z,6,ps,Population Studies,4,3,2019,7,1.75,2.25
299,2023-12-30T18:10:05Z,7,psrh,Perspectives on Sexual and Reproductive Health,4,3,2019,7,1.75,2.25
3,2023-12-30T18:19:35Z,1,d,Demography,3,1,2014,12,4,5
3,2023-12-30T18:19:35Z,2,pdr,Population and Development Review,3,1,2014,12,4,5
3,2023-12-30T18:19:35Z,3,imr,international migration review,3,1,2014,12,4,5
3,2023-12-30T18:19:35Z,4,ejp,European Journal of Population,3,1,2014,12,4,5
3,2023-12-30T18:19:35Z,5,ps,Population Studies,3,1,2014,12,4,5
3,2023-12-30T18:19:35Z,6,dr,Demographic Research,3,1,2014,12,4,5
3,2023-12-30T18:19:35Z,7,psp,"Population, Space and Place",3,1,2014,12,4,5
243,2023-12-30T18:20:38Z,1,d,Demography,8,NA,2014,126,15.75,3.5
243,2023-12-30T18:20:38Z,2,ps,Population Studies,8,NA,2014,126,15.75,3.5
243,2023-12-30T18:20:38Z,3,dr,Demographic Research,8,NA,2014,126,15.75,3.5
243,2023-12-30T18:20:38Z,4,jmf,Journal of Marriage and Family,8,NA,2014,126,15.75,3.5
243,2023-12-30T18:20:38Z,5,im,International Migration,8,NA,2014,126,15.75,3.5
243,2023-12-30T18:20:38Z,6,ejp,European Journal of Population,8,NA,2014,126,15.75,3.5
243,2023-12-30T18:20:38Z,7,alcr,Advances in Life Course Research,8,NA,2014,126,15.75,3.5
269,2023-12-30T18:29:35Z,1,d,Demography,5,1,2015,202,40.4,4.8
269,2023-12-30T18:29:35Z,2,pdr,Population and Development Review,5,1,2015,202,40.4,4.8
269,2023-12-30T18:29:35Z,3,imr,international migration review,5,1,2015,202,40.4,4.8
269,2023-12-30T18:29:35Z,4,dr,Demographic Research,5,1,2015,202,40.4,4.8
269,2023-12-30T18:29:35Z,5,prpr,Population Research and Policy Review,5,1,2015,202,40.4,4.8
269,2023-12-30T18:29:35Z,6,ps,Population Studies,5,1,2015,202,40.4,4.8
314,2023-12-30T18:44:41Z,1,d,Demography,14,8,2017,152,10.857142857142858,1.8571428571428572
314,2023-12-30T18:44:41Z,2,dr,Demographic Research,14,8,2017,152,10.857142857142858,1.8571428571428572
314,2023-12-30T18:44:41Z,3,psp,"Population, Space and Place",14,8,2017,152,10.857142857142858,1.8571428571428572
314,2023-12-30T18:44:41Z,4,ps,Population Studies,14,8,2017,152,10.857142857142858,1.8571428571428572
314,2023-12-30T18:44:41Z,5,ejp,European Journal of Population,14,8,2017,152,10.857142857142858,1.8571428571428572
314,2023-12-30T18:44:41Z,6,prpr,Population Research and Policy Review,14,8,2017,152,10.857142857142858,1.8571428571428572
143,2023-12-30T18:56:20Z,1,d,Demography,20,5,2014,282,14.1,4.65
143,2023-12-30T18:56:20Z,2,pdr,Population and Development Review,20,5,2014,282,14.1,4.65
143,2023-12-30T18:56:20Z,3,ejp,European Journal of Population,20,5,2014,282,14.1,4.65
143,2023-12-30T18:56:20Z,4,psp,"Population, Space and Place",20,5,2014,282,14.1,4.65
143,2023-12-30T18:56:20Z,5,ps,Population Studies,20,5,2014,282,14.1,4.65
143,2023-12-30T18:56:20Z,6,dr,Demographic Research,20,5,2014,282,14.1,4.65
143,2023-12-30T18:56:20Z,7,p,Population,20,5,2014,282,14.1,4.65
263,2023-12-30T20:01:53Z,1,d,Demography,4,3,2015,10,2.5,3
263,2023-12-30T20:01:53Z,2,rssm,Research in Social Stratification and Mobility,4,3,2015,10,2.5,3
263,2023-12-30T20:01:53Z,3,prpr,Population Research and Policy Review,4,3,2015,10,2.5,3
263,2023-12-30T20:01:53Z,4,dr,Demographic Research,4,3,2015,10,2.5,3
263,2023-12-30T20:01:53Z,5,jmf,Journal of Marriage and Family,4,3,2015,10,2.5,3
263,2023-12-30T20:01:53Z,6,ss,Sociological Science,4,3,2015,10,2.5,3
263,2023-12-30T20:01:53Z,7,p,Population,4,3,2015,10,2.5,3
293,2023-12-30T21:33:02Z,1,pnas,Proceedings of the National Academy of Sciences,7,3,2014,63,9,3
293,2023-12-30T21:33:02Z,2,pdr,Population and Development Review,7,3,2014,63,9,3
293,2023-12-30T21:33:02Z,3,d,Demography,7,3,2014,63,9,3
293,2023-12-30T21:33:02Z,4,dr,Demographic Research,7,3,2014,63,9,3
293,2023-12-30T21:33:02Z,5,ps,Population Studies,7,3,2014,63,9,3
293,2023-12-30T21:33:02Z,6,jtb,Journal of Theoretical Biology,7,3,2014,63,9,3
293,2023-12-30T21:33:02Z,7,g,Genus,7,3,2014,63,9,3
226,2023-12-30T22:36:33Z,1,d,Demography,6,NA,2011,132,22,5.166666666666667
226,2023-12-30T22:36:33Z,2,pdr,Population and Development Review,6,NA,2011,132,22,5.166666666666667
226,2023-12-30T22:36:33Z,3,dr,Demographic Research,6,NA,2011,132,22,5.166666666666667
226,2023-12-30T22:36:33Z,4,ejp,European Journal of Population,6,NA,2011,132,22,5.166666666666667
28,2023-12-30T23:49:01Z,1,d,Demography,26,NA,1995,1282,49.30769230769231,10.653846153846153
28,2023-12-30T23:49:01Z,2,pdr,Population and Development Review,26,NA,1995,1282,49.30769230769231,10.653846153846153
28,2023-12-30T23:49:01Z,3,dr,Demographic Research,26,NA,1995,1282,49.30769230769231,10.653846153846153
28,2023-12-30T23:49:01Z,4,ps,Population Studies,26,NA,1995,1282,49.30769230769231,10.653846153846153
28,2023-12-30T23:49:01Z,5,prpr,Population Research and Policy Review,26,NA,1995,1282,49.30769230769231,10.653846153846153
28,2023-12-30T23:49:01Z,6,jmf,Journal of Marriage and Family,26,NA,1995,1282,49.30769230769231,10.653846153846153
28,2023-12-30T23:49:01Z,7,ejp,European Journal of Population,26,NA,1995,1282,49.30769230769231,10.653846153846153
233,2023-12-31T00:25:22Z,1,d,Demography,3,NA,2017,67,22.333333333333332,3.6666666666666665
233,2023-12-31T00:25:22Z,2,dr,Demographic Research,3,NA,2017,67,22.333333333333332,3.6666666666666665
233,2023-12-31T00:25:22Z,3,psrh,Perspectives on Sexual and Reproductive Health,3,NA,2017,67,22.333333333333332,3.6666666666666665
233,2023-12-31T00:25:22Z,4,prpr,Population Research and Policy Review,3,NA,2017,67,22.333333333333332,3.6666666666666665
233,2023-12-31T00:25:22Z,5,phr,Public Health Reports,3,NA,2017,67,22.333333333333332,3.6666666666666665
233,2023-12-31T00:25:22Z,6,jmf,Journal of Marriage and Family,3,NA,2017,67,22.333333333333332,3.6666666666666665
233,2023-12-31T00:25:22Z,7,ssm,Social Science and Medicine,3,NA,2017,67,22.333333333333332,3.6666666666666665
405,2023-12-31T03:52:32Z,1,d,Demography,3,2,2018,12,4,3.3333333333333335
405,2023-12-31T03:52:32Z,2,pdr,Population and Development Review,3,2,2018,12,4,3.3333333333333335
405,2023-12-31T03:52:32Z,3,jmf,Journal of Marriage and Family,3,2,2018,12,4,3.3333333333333335
405,2023-12-31T03:52:32Z,4,dr,Demographic Research,3,2,2018,12,4,3.3333333333333335
405,2023-12-31T03:52:32Z,5,ps,Population Studies,3,2,2018,12,4,3.3333333333333335
405,2023-12-31T03:52:32Z,6,prpr,Population Research and Policy Review,3,2,2018,12,4,3.3333333333333335
405,2023-12-31T03:52:32Z,7,p,Population,3,2,2018,12,4,3.3333333333333335
73,2023-12-31T07:16:40Z,1,d,Demography,6,2,2016,234,39,4
73,2023-12-31T07:16:40Z,2,ps,Population Studies,6,2,2016,234,39,4
73,2023-12-31T07:16:40Z,3,pdr,Population and Development Review,6,2,2016,234,39,4
73,2023-12-31T07:16:40Z,4,dr,Demographic Research,6,2,2016,234,39,4
402,2023-12-31T08:24:06Z,1,pnas,Proceedings of the National Academy of Sciences,5,5,2019,27,5.4,1
402,2023-12-31T08:24:06Z,2,d,Demography,5,5,2019,27,5.4,1
402,2023-12-31T08:24:06Z,3,pdr,Population and Development Review,5,5,2019,27,5.4,1
402,2023-12-31T08:24:06Z,4,jmf,Journal of Marriage and Family,5,5,2019,27,5.4,1
402,2023-12-31T08:24:06Z,5,psp,"Population, Space and Place",5,5,2019,27,5.4,1
402,2023-12-31T08:24:06Z,6,ejp,European Journal of Population,5,5,2019,27,5.4,1
402,2023-12-31T08:24:06Z,7,ps,Population Studies,5,5,2019,27,5.4,1
328,2023-12-31T10:18:25Z,1,dr,Demographic Research,4,2,2015,47,11.75,3
328,2023-12-31T10:18:25Z,2,sd,Spatial Demography,4,2,2015,47,11.75,3
328,2023-12-31T10:18:25Z,3,psp,"Population, Space and Place",4,2,2015,47,11.75,3
328,2023-12-31T10:18:25Z,4,d,Demography,4,2,2015,47,11.75,3
328,2023-12-31T10:18:25Z,5,pdr,Population and Development Review,4,2,2015,47,11.75,3
458,2023-12-31T13:09:44Z,1,d,Demography,3,3,2022,5,1.6666666666666667,0.6666666666666666
458,2023-12-31T13:09:44Z,2,pdr,Population and Development Review,3,3,2022,5,1.6666666666666667,0.6666666666666666
458,2023-12-31T13:09:44Z,3,psp,"Population, Space and Place",3,3,2022,5,1.6666666666666667,0.6666666666666666
458,2023-12-31T13:09:44Z,4,jpe,Journal of Population Economics,3,3,2022,5,1.6666666666666667,0.6666666666666666
318,2023-12-31T14:28:26Z,1,d,Demography,11,5,2014,167,15.181818181818182,5.2727272727272725
318,2023-12-31T14:28:26Z,2,pdr,Population and Development Review,11,5,2014,167,15.181818181818182,5.2727272727272725
318,2023-12-31T14:28:26Z,3,dr,Demographic Research,11,5,2014,167,15.181818181818182,5.2727272727272725
